<Trait>	Heritability_0.5_Rep_1	Heritability_0.5_Rep_2	Heritability_0.5_Rep_3	Heritability_0.5_Rep_4	Heritability_0.5_Rep_5	Heritability_0.5_Rep_6	Heritability_0.5_Rep_7	Heritability_0.5_Rep_8	Heritability_0.5_Rep_9	Heritability_0.5_Rep_10	Heritability_0.5_Rep_11	Heritability_0.5_Rep_12	Heritability_0.5_Rep_13	Heritability_0.5_Rep_14	Heritability_0.5_Rep_15	Heritability_0.5_Rep_16	Heritability_0.5_Rep_17	Heritability_0.5_Rep_18	Heritability_0.5_Rep_19	Heritability_0.5_Rep_20	Heritability_0.5_Rep_21	Heritability_0.5_Rep_22	Heritability_0.5_Rep_23	Heritability_0.5_Rep_24	Heritability_0.5_Rep_25	Heritability_0.5_Rep_26	Heritability_0.5_Rep_27	Heritability_0.5_Rep_28	Heritability_0.5_Rep_29	Heritability_0.5_Rep_30	Heritability_0.5_Rep_31	Heritability_0.5_Rep_32	Heritability_0.5_Rep_33	Heritability_0.5_Rep_34	Heritability_0.5_Rep_35	Heritability_0.5_Rep_36	Heritability_0.5_Rep_37	Heritability_0.5_Rep_38	Heritability_0.5_Rep_39	Heritability_0.5_Rep_40	Heritability_0.5_Rep_41	Heritability_0.5_Rep_42	Heritability_0.5_Rep_43	Heritability_0.5_Rep_44	Heritability_0.5_Rep_45	Heritability_0.5_Rep_46	Heritability_0.5_Rep_47	Heritability_0.5_Rep_48	Heritability_0.5_Rep_49	Heritability_0.5_Rep_50	Heritability_0.5_Rep_51	Heritability_0.5_Rep_52	Heritability_0.5_Rep_53	Heritability_0.5_Rep_54	Heritability_0.5_Rep_55	Heritability_0.5_Rep_56	Heritability_0.5_Rep_57	Heritability_0.5_Rep_58	Heritability_0.5_Rep_59	Heritability_0.5_Rep_60	Heritability_0.5_Rep_61	Heritability_0.5_Rep_62	Heritability_0.5_Rep_63	Heritability_0.5_Rep_64	Heritability_0.5_Rep_65	Heritability_0.5_Rep_66	Heritability_0.5_Rep_67	Heritability_0.5_Rep_68	Heritability_0.5_Rep_69	Heritability_0.5_Rep_70	Heritability_0.5_Rep_71	Heritability_0.5_Rep_72	Heritability_0.5_Rep_73	Heritability_0.5_Rep_74	Heritability_0.5_Rep_75	Heritability_0.5_Rep_76	Heritability_0.5_Rep_77	Heritability_0.5_Rep_78	Heritability_0.5_Rep_79	Heritability_0.5_Rep_80	Heritability_0.5_Rep_81	Heritability_0.5_Rep_82	Heritability_0.5_Rep_83	Heritability_0.5_Rep_84	Heritability_0.5_Rep_85	Heritability_0.5_Rep_86	Heritability_0.5_Rep_87	Heritability_0.5_Rep_88	Heritability_0.5_Rep_89	Heritability_0.5_Rep_90	Heritability_0.5_Rep_91	Heritability_0.5_Rep_92	Heritability_0.5_Rep_93	Heritability_0.5_Rep_94	Heritability_0.5_Rep_95	Heritability_0.5_Rep_96	Heritability_0.5_Rep_97	Heritability_0.5_Rep_98	Heritability_0.5_Rep_99	Heritability_0.5_Rep_100
b004xb015	0.0127720803227369	0.0666362758171349	0.0603915735880527	0.0639890973105619	0.0161976856613014	-0.0757292716017151	0.147996882581623	0.199458643937051	0.117145950932599	0.130061569575547	0.0506235026055046	0.0574952361537682	0.0267758642613405	0.125443125657055	-0.0906734615935348	0.209746638574687	-0.0227402135094372	0.229231964112474	0.125671563230027	-0.0182200708388374	0.0347134378970454	-0.0741071336245241	0.0420800346442021	-0.113509709215642	0.0415741899588913	0.029143541915547	-0.0666390427085547	0.0625636045363062	0.07178555562366	-0.0841419698569048	-0.00673767645067741	0.0408851882583245	0.0799944517016522	0.0872722362152123	0.0435627180657782	0.0975717181256374	0.0293780894856095	0.0484971470419698	0.149055499683447	0.0358277770370965	0.0947206820026856	-0.130434539869763	0.00397348657169438	0.0932943662374318	-0.0425935216209304	0.178210342542593	-0.0199346404422241	0.0897943452544212	0.0918087363577394	0.104095177992997	0.197608144880676	0.0745622900832669	0.0885155316388808	0.0185321465606168	0.147465329736945	0.0672422472971618	0.11920655416825	-0.102192154094124	0.0342255417075469	0.0747528820993916	-0.0353799072863944	0.0905128273710621	0.106375543665097	0.0758922542039638	-0.0403873825007416	0.132082420053626	0.139396862207913	0.109285112280783	-0.0564740960352024	0.189606443444648	-0.103615655453176	0.108396947734534	0.158858972722346	0.047148520268639	0.0124927628119839	0.081250301257126	0.0490249765079778	-0.0120527724434421	0.174032044697678	0.0925337849602294	0.14636836421542	0.0601988216936728	0.0852520973799309	0.188920427482132	0.0746141647456453	0.237291527768678	0.0856277911396736	0.149419013242488	0.0375195901763107	0.0338261919274331	0.0369520879659839	0.0238949463530141	0.11606414294289	0.00770494136998413	0.116755099108548	0.207333011133846	-0.146699512214797	-0.00905570086498499	0.117833241002661	0.0178196790967894
b004xb040	0.373896448428067	0.257280000283718	0.173247220699779	0.232682182748765	0.131644265500016	0.160525751743444	0.305343592389402	0.265092134303194	0.318149813320944	0.35862204110818	0.154185226559403	0.366885893864594	0.283146494229624	0.305249847031681	0.347917764008328	0.340714504409557	0.247987363017669	0.205873321732662	0.225417317917865	0.21057741497541	0.279390144485827	0.222188400028983	0.262585382780422	0.228547383296139	0.227042335669482	0.343301831281928	0.285131204669159	0.261299142796215	0.0725554249818956	0.270323486003307	0.237057845921158	0.182587526450778	0.231252934164952	0.320097910068225	0.353873842559011	0.311834774177467	0.279329222521215	0.149870228473038	0.240677739228072	0.287948887394556	0.344787508121687	0.194143244396565	0.318913275657319	0.357246322924406	0.411566613783028	0.176160012821595	0.395156127593107	0.276212960888293	0.265280602165098	0.33861511070235	0.0431161948665646	0.175935015359994	0.397310728992034	0.273244150267917	0.175215430692016	0.259867415583564	0.459003292770753	0.282169456382957	0.188851737783472	0.359484739472963	0.129475699194247	0.281860881822295	0.248036165681507	0.142389481602367	0.392057352430113	0.362670572026273	0.311071687321855	0.305782652554284	0.225393997108024	0.370339295928241	0.28304533979532	0.350708002278361	0.220991236687235	0.0963180300044498	0.231626579819778	0.120886657009712	0.258460044155277	0.179906474777553	0.245022150641437	0.274857939972445	0.346502674690395	0.248630532573956	0.155979872037858	0.286456726739569	0.178934878234804	0.224722269157269	0.270842721258448	0.33407944941914	0.320510990101847	0.106404962117978	0.154438364508463	0.349013813502868	0.154958075878103	0.170926759249431	0.131701587672639	0.226031397109155	0.187733160800399	0.208359080580971	0.364258799928355	0.206977998888266
b004xb043	0.10572641552765	0.0240156083863516	0.0649694228433348	0.0847254442354423	0.130106124899806	0.101301279877202	-0.0251395197989439	0.135796191296159	0.0732436989235276	0.123663328439662	0.249593554720532	0.21625706039117	-0.0456041460574602	0.232199154300113	0.146111053631404	-0.00793328674132174	0.0594323785361094	0.104671937936571	0.19335058658011	0.0641349467894222	0.232003118019383	0.149320445745156	0.0811135859716573	-0.0746866672543131	0.0406746478405563	0.0511041644868494	0.178257200345659	0.000165180456767805	0.03424601036886	0.112381322027718	-0.0845143913819225	0.0337724551966961	0.0539515495419797	-0.0157342951545699	0.133489819713755	0.120341167388908	0.234762307392699	0.161952399332626	0.0209389203350778	0.254614954731137	0.0672855138583362	0.114426055968415	0.0315329809207281	-0.00769531373304548	0.119542785343235	0.0605324674767917	0.0782789528748717	0.172162341727981	0.0513490046190034	0.0814265166069184	0.138830612123318	0.142064479664668	0.0915027320101229	0.172982072309942	0.201161202011944	0.149357934357314	-0.0332527072833366	0.0930218559535506	0.173862304762108	0.0707356308336063	0.0438081271590572	0.0700152941671679	0.0302372811430598	0.0659732550665825	0.0857265161321738	-0.0156713766336754	-0.00998285853668707	0.138497464999951	0.087490391916022	0.125116284029402	0.058864931671402	0.0177848469740424	-0.00685677661085511	-0.0426535293158804	0.149849840583405	0.0645963489406661	0.0303062145892532	0.114751323218017	-0.0569611129887292	0.072464617772485	0.0849029540526704	-0.0473423133699468	0.0468619497970701	0.121045201331999	0.00369337038539173	0.0120121636129816	-0.105491848830757	0.0614931018171809	0.083084846448785	-0.132529605046244	-0.0307866576471511	0.146579804205614	0.0602346565910348	0.222542099566112	-0.137364818770169	0.0685439245826053	-0.0275621682038158	-0.0975495864457128	0.251361512562135	0.0687538244055483
b004xb044	0.16184164772307	-0.0374632889352835	0.0655392610830783	0.111586843595946	0.0199416495443827	0.0255592609177095	0.101607579598986	0.0983401119953202	0.0159688525617965	0.0689400817095278	0.14637091287788	-0.0490047887372859	0.153030705490689	0.000367847802337645	-0.00154845888717901	0.118731519662764	0.11203301029125	0.143518679757171	0.0644654794907373	0.136355492601185	-0.0137232307789406	0.112463837756784	0.0369265715176574	0.0613947198337676	0.0617365694282954	0.162782397787161	0.141153891917537	0.155760652146667	-0.0901911975304463	0.00501829030250671	-0.056476114140045	-0.0538027881881187	0.185349993060756	0.00276021262903232	-0.0142173852208102	0.0632894576109858	-0.0408929274876529	-0.00975337578262168	0.0461265706588659	0.0198682042748233	0.172563910398853	-0.0668097695300288	0.195845941044524	0.0194360002031765	0.0291001875580746	0.115034875441055	0.249181208315964	0.10364611421958	0.0582001862389444	0.113956974910186	0.142564608109305	0.0841814841336681	0.184321277977641	0.195945285865267	0.0204717072455882	0.00466840529818943	0.161315015722738	-0.0148164640532955	-0.0300445901815277	-0.0192388395107231	-0.0496560417448613	0.0710131698923194	0.200757892111068	0.0542387948297793	0.155260923817428	-0.0417181792466334	0.225912885747072	0.101607497363123	0.239093838733419	0.104156159262658	0.235776979092092	0.0247351616285195	0.0586702388639806	0.0293865563052579	0.0830086520654617	-0.106661618676186	0.116917975268355	0.141113926135936	0.0316688415086794	-0.0351456156438315	0.15736289078658	-0.0559188439612651	0.0728575888831896	0.0226679307318625	-0.0411152612185637	-0.0508710562829397	0.0883353812918699	0.0681824855356618	0.0111929940618866	0.0927674999957741	-0.0762864601876676	0.00741355610731669	0.0193264754124396	0.128294109940996	0.191562672704064	0.0824683328913596	0.0855001743815784	0.108502779845881	0.0840620121358247	-0.0222575317687213
b004xb049	0.339804769315783	0.437428032676515	0.683039533257147	0.489808493704841	0.429927991189464	0.379033616272561	0.398464677032972	0.480218095759314	0.427384585262191	0.368124132745672	0.353468282977801	0.551516340915107	0.532510099485739	0.470370248532618	0.462270212241956	0.450791541542708	0.384627667407586	0.537022816812601	0.516123733959799	0.377408955540422	0.459053728946584	0.525663484649925	0.552549212309456	0.407478914408969	0.596427593177041	0.537370787722338	0.501406834075913	0.432519508432145	0.547217633998161	0.519732023424099	0.376683212449886	0.602163221348615	0.427455849339505	0.654049075404009	0.53884081394531	0.418316750112747	0.480433437944403	0.601957652752759	0.405018705494969	0.451201819844768	0.444834717098314	0.331060965925122	0.418748877160662	0.515549345695826	0.59328464018672	0.343865095829277	0.3940167166372	0.487345772204027	0.561410423772474	0.438733379140939	0.527420260574267	0.322842837450124	0.492184381501305	0.485866919847348	0.372872890335551	0.486313378926048	0.33225848843526	0.491097678866017	0.346466251560806	0.561400692439664	0.678110449328342	0.576075574217333	0.382397467683336	0.638395920405136	0.527384406466114	0.47645064589832	0.478722526330285	0.410035743379331	0.595417265258874	0.668295682076061	0.581037945647956	0.457583547773389	0.514332633241907	0.408003172735778	0.37505413601028	0.260205158903457	0.508546416357332	0.596212150116508	0.497521484506764	0.369969459134215	0.329964637414404	0.56109125531088	0.490407089288635	0.364130789010638	0.42121262240817	0.392248385055602	0.509669122566331	0.522250197589564	0.503529955808792	0.516864455555474	0.432316962509178	0.332773310332439	0.585829490804314	0.43606215799041	0.453648148786196	0.490392886366318	0.422045013212344	0.507556716125937	0.524742919053595	0.345347274565044
b004xb055	0.214894989155255	0.0863082059316015	0.0884871966447688	0.191150574045475	0.201775593087107	0.0824291073653092	0.156396941369841	0.109859229897243	0.130365533923396	0.0236454942122017	0.292167607821163	0.185580195810935	0.246390492175412	0.377081372771636	0.0899840500902238	0.066679454858101	0.169645260902485	0.321274156732511	0.0118052708000886	0.318011062931696	0.267197582576799	0.227080128685377	0.131806233173951	0.118008273032193	0.209863395969883	0.0331774225828943	0.162870056185501	0.0588829711516606	0.233658818510545	0.0855696322407608	-0.0723394272127527	0.293954488720467	0.15213067627778	0.340162060880996	0.0985273594196615	0.202527885507455	0.198902394747805	0.147153587798803	0.19587524321982	0.0341247764723002	0.122975449778435	0.197696858173151	0.15044779457406	0.0331058431442295	0.0912006771525521	0.145352751784257	0.246085337546904	0.169174084643154	0.0407022032923466	0.21366724477014	0.275998544092974	0.0117762979318088	0.161791164186877	0.130359387212901	0.0389532487373498	0.0732464717104098	0.267941981440451	0.132373702003119	0.0993231665734989	0.125355543116441	0.218897173000661	0.203711609509827	0.341124993524977	0.187823232138707	0.267914645187232	0.25509715351964	0.168529541757209	0.207002140418312	0.24751194348456	0.0890644345868252	0.259661863490982	0.0638851117445095	0.132123146799912	0.216629925691861	0.296225973094575	0.134706263872271	0.0956484517005211	0.150642318997096	0.0826353156149186	0.133343167668125	0.147471513499086	0.169555881177183	0.14006942102514	0.0641672429566209	0.0904079379317508	0.182212187832715	0.240055775467247	0.0848284281095553	0.137814609423199	0.00466881122312968	0.223048947935767	0.131008777069644	0.240611247751347	0.224209912534817	0.240843633460454	0.138342549413103	0.408978421379236	0.121098735666205	0.192855904303078	0.0662663732167573
b004xb057	0.0160806652711841	0.0750937412689074	0.0691833558645603	0.0149923477148001	0.129145885479169	0.291110589842608	0.211557925200433	-0.121354362786241	-0.0758589216190558	0.0388401218854841	0.0202956064547136	0.183668685182073	0.0620296456257115	0.116732381706622	0.0534249528091238	0.134023334609263	0.0183970137607104	-0.0144563061715716	0.0365191497833623	0.255169934911297	-0.0120874700393496	0.101416716311529	0.198099656385113	0.00418621948326835	0.155170171640516	0.137645355502174	0.0661229277477389	0.22027908837893	0.250844915730782	-0.0593310935546916	0.115373670453409	0.121869707134597	0.222573666185994	-0.0521678987808287	0.0442859356562944	0.0884319338184386	0.184045419996085	0.0432085616049986	0.202466650640593	0.0763934510653053	0.0192161827027858	-0.107169170141139	0.0064703234810333	-0.0346102839714688	-0.0510712253238755	0.126954800988238	0.147012298665606	-0.101315418898446	-0.0564084279243108	0.214166568009327	-0.0131478823324384	0.0420839888768695	-0.0890015044747495	0.0381875394145827	0.122345874147251	0.166206545747827	-0.0566381318685687	0.0929822116445424	0.171314153017009	-0.0508556510508788	0.0950472934759597	-0.0108883641060225	0.0100839712629052	0.0640029602077404	-0.0885521368514288	0.0353292724527813	0.0562048373856674	0.181762411487677	0.11742056225937	0.0691265089025399	0.229585836768548	-0.0778444124037259	0.229569276145275	0.195585176942811	0.101456680381122	0.202454468921648	-0.123243878109079	0.0360158249894397	0.0366884617856317	0.128856123976716	-0.00951542200023738	0.118383683915653	0.0297881811022712	-0.0567707820781384	0.0365862894274238	0.126429890098725	-0.000531872678532663	-0.104759968507153	0.0671471986388981	0.18220019823424	0.167069347451023	0.118241008774522	0.136651169181103	-0.0277479038210673	0.0688157509672539	0.202112298337466	0.0290948276695089	-0.0513380109504989	0.15798687656509	-0.0647283453499902
b004xb078	0.0433302442239014	0.020900761713012	0.162906693654894	-0.00641730434782001	-0.0595743052370041	0.0381496621037986	-0.0588617116651969	0.16864555644333	-0.00142464466956342	0.105983331898457	0.0192556845857652	0.0283751095440842	0.192029074913853	0.000882653214292525	0.0661688797549474	0.112548136328335	0.0889189039343086	-0.0729750647128517	-0.152485350524023	0.110180827335528	0.077625853399283	0.0828152749458912	0.126376696384245	-0.0681679560204946	0.0508206067709135	-0.0468071155091741	0.218099190336636	-0.0456851443702994	0.141159723826312	0.307588420726776	-0.0098017649338614	0.0995164461435386	0.0563469595173763	-0.048794548268386	0.195127008998047	0.0161103117357655	-0.00550278076265355	0.154891381237396	0.0324084558849308	0.0631636793617388	0.174620938627843	0.137308604133317	0.0173715579010701	-0.140334597661984	0.0195146815688464	-0.049392100021544	0.0348623373330845	-0.0898578322976932	0.165631562173859	-0.0637550983924174	0.1176909733503	0.0674172184214518	0.0825967179645088	0.080530127652039	0.0597273151863253	0.134774123821235	0.105570344139057	0.130163784969527	0.127196812777427	-0.0459636807682643	0.0558141058127026	0.138977817618054	0.0832447975619927	0.07875142948043	0.00989614433448741	0.166209623587434	0.127585164667944	0.0300507693583776	0.0398223438553909	0.0889596876821799	0.0834266503460986	0.148075056671336	0.00625745848155655	0.0133026783120536	0.0872232700758319	0.167184114086169	0.160430184268219	0.20923700552923	0.00997689120073676	0.243293568510896	0.00904619933537785	-0.126506860872916	0.106114865949106	0.139639518232382	0.0447404777474131	-0.289647257598534	-0.0356529840568053	0.203712888120544	0.124960952309218	-0.0422487561417247	0.203989086077844	0.0577888271518192	0.0251159896474519	-0.0127390078038539	-0.0272732803707417	-0.0268835837762631	0.0309497583839309	0.0018680661885157	0.103418999109875	0.103688456495018
b004xb102	0.150295347717148	-0.0108355691779477	0.295755618569747	0.155319567009249	-0.0312816948277265	0.0275763602528952	0.00818165801035857	0.152648022475062	0.0179677029800705	0.113958838087414	0.10297087811206	0.0342455820832868	0.231419372317456	0.0389234398645461	0.0456090300778038	0.197397053469119	0.0100434953767978	0.0688387029168817	0.0223678122789936	0.185172391963738	0.116832670961453	-0.083310632472089	-0.00853585622098579	0.104504812649334	0.00874311030187538	0.0883758042615583	0.196140358062231	0.167598990869467	0.124977033896746	0.119964867074336	0.0919414959649319	0.1462846473962	0.0663256730094234	-0.113101982774522	-0.056245962575531	0.0269810819744022	0.0885542767319557	0.146119886294962	0.0934243443077756	-0.059975384745806	0.104130420204111	-0.00690451071321196	0.163915524996692	0.131378530545536	0.181374290449073	0.0682432611329925	-0.0224785932556867	0.149593713679508	0.0534414873585922	0.011217986203526	0.134121369291521	0.0619488268861071	0.148210306003144	0.0873308433914294	0.0794436130675425	-0.0360353223331146	0.0336793420017012	0.103794940312409	-0.0214271754601942	-0.0391859302065137	0.105691883270101	-0.0722830322223515	0.0474601510486659	0.136037600808135	0.11856435238471	0.117227459857031	0.0344609180751874	0.145240490963355	0.250912313599695	-0.0150953043311666	-0.0683146857370115	0.0736937746129929	-0.081953705709762	-0.0210877130855164	0.104754426931943	0.105801683431774	0.16671756875326	0.0233786359681253	0.0684312652801947	0.118582596457148	-0.0438266212357096	0.181659996144959	-0.0830532580738571	0.10764614584954	0.121542893438984	0.171304798493598	0.153871382377478	0.260984769541638	0.0596652896872865	0.0159893925233102	-0.0461166342309222	0.0657490645571585	-0.0595486552302629	0.0498416722549887	0.128291145920123	0.0976432086101616	0.0828246375189626	-0.0335365615368016	0.0809524437669788	0.0987355993562474
b004xb107	0.591418611307791	0.555376356189076	0.526344975410115	0.524460519706006	0.685419948599057	0.661912024554268	0.781190583478988	0.519245050496642	0.631100520660564	0.573939525539368	0.467459056474085	0.574800113308444	0.375772863857091	0.576770787617634	0.598639726908695	0.514040430417032	0.595574767799215	0.521367882103752	0.520640888925388	0.60328485028847	0.444974237029187	0.588014806166607	0.458604752797984	0.46386876245323	0.72143921319568	0.431674497153517	0.519573419000586	0.396379992592786	0.643299099828138	0.485382420236108	0.634935137685394	0.567836418661239	0.563043326114411	0.489993958804922	0.526920841545243	0.526927292343392	0.619984778612881	0.634769366476004	0.4978067314585	0.43435004901821	0.623061941374362	0.635240702836449	0.516846546221789	0.686067007538788	0.553915123423174	0.337940539821261	0.496068999850056	0.460634061223281	0.289790234376658	0.375814147287935	0.500346708495408	0.543699307409087	0.543236414557788	0.544666134509243	0.429988271432207	0.547785810894084	0.581020523533874	0.636736741201844	0.54734398998754	0.539815600642437	0.596281797059317	0.572667958538479	0.46886000882094	0.477352839846312	0.570139868350251	0.517936527330229	0.541624849201515	0.427428978060431	0.475483330296324	0.526285184657607	0.581006125306839	0.581249228679822	0.468282519689042	0.447580331852837	0.679330907057288	0.57538477776489	0.428812407544027	0.507294640704393	0.511748086244484	0.574116445993804	0.65500840338969	0.604036601692889	0.478803401536059	0.540682285080473	0.695853696696786	0.559945037378331	0.451532034753549	0.584379537901475	0.537102610417	0.381972969202462	0.466179877675428	0.444663690959412	0.484345509389454	0.580396010792398	0.574158396142506	0.476825829141635	0.548611050930957	0.472595581160051	0.548938248791605	0.565612436080247
